date,run_label,alpha,lambda,soc_start_kwh,scenario_count_00,soc_00_kwh,plan_primary_status_00,plan_secondary_status_00,plan_cost_00_yuan,increase_00_kwh,decrease_00_kwh,scenario_count_06,soc_06_kwh,plan_primary_status_06,plan_secondary_status_06,adjustment_cost_06_yuan,increase_06_kwh,decrease_06_kwh,rho_06,scenario_count_12,soc_12_kwh,plan_primary_status_12,plan_secondary_status_12,adjustment_cost_12_yuan,increase_12_kwh,decrease_12_kwh,rho_12,scenario_count_18,soc_18_kwh,plan_primary_status_18,plan_secondary_status_18,adjustment_cost_18_yuan,increase_18_kwh,decrease_18_kwh,rho_18,soc_end_kwh,soc_min_kwh,soc_max_kwh,adjustment_cost_total_yuan,actual_emergency_purchase_kwh,actual_emergency_cost_yuan,total_actual_cost_yuan,emergency_slot_count,actual_throughput_kwh,simultaneous_slots,max_constraint_violation,actual_primary_status,actual_secondary_status,actual_tertiary_status
2025-02-01,ANNUAL REFERENCE ONLY,0.8,0.5,6000.0,2,6000.0,optimal,optimal,21719.94543355953,0.0,0.0,2,9642.039444444446,optimal,optimal,-984.1827128643607,0.0,3016.4040319831397,0.6203361283146992,2,7124.128017037038,optimal,optimal,-75.30368939828337,0.0,195.5807070193136,0.5219275667876406,2,10197.944476851852,optimal,optimal,-30.973470065879933,0.0,62.756499171064675,0.5,1200.0000001,1200.0000001,10800.000000000002,-1090.459872328524,31.888854328703772,115.43195186634222,20744.91751309735,2,30842.755403720774,0,1.0000030670198612e-07,optimal,optimal,optimal
2025-02-02,ANNUAL REFERENCE ONLY,0.8,0.5,1200.0000001,3,1200.0000001,optimal,optimal,57517.54812983773,0.0,0.0,3,10771.232306534257,optimal,optimal,-1230.9051505970278,9.157730099887885,3718.2643555403542,0.630420805544078,3,7656.592467969517,optimal,optimal,-331.93170582893845,29.538682462048087,1163.9228574933964,0.5328440473078151,3,10800.0,optimal,optimal,1e-07,1.5797814902119475e-07,3.410605131648481e-13,0.5,1225.0407358327404,1200.0000001,10800.0,-1562.8368563259662,12.212987546772625,26.459437518749873,55981.170711030514,1,40766.17092579354,0,1.000043994281441e-07,optimal,optimal,optimal
2025-02-03,ANNUAL REFERENCE ONLY,0.8,0.5,1225.0407358327404,4,1225.0407358327404,optimal,optimal,59093.48325071162,0.0,0.0,4,10794.161419753087,optimal,optimal,-1626.7411086855363,0.0,4624.542503462103,0.6081206271476367,4,7638.409423039329,optimal,optimal,-515.3194351759674,0.0,1537.8957574905526,0.5188848576958215,4,10786.822222222223,optimal,optimal,22.27663809999573,11.859999999998864,0.0,0.5,1277.7602025957685,1225.0407358327404,10800.0,-2119.7839057615083,104.40272012886243,391.4275183615578,57365.12686331168,6,41442.29992097062,0,1.0002258932217956e-07,optimal,optimal,optimal
2025-02-04,ANNUAL REFERENCE ONLY,0.8,0.5,1277.7602025957685,5,1277.7602025957685,optimal,optimal,60971.52230515434,0.0,0.0,5,10799.999999999998,optimal,optimal,-1334.8143194555312,159.7802744378369,4231.801876666862,0.604213286359979,5,7942.732885092671,optimal,optimal,-848.0840445519359,0.0,2483.7646664550184,0.5361436228440177,5,10792.654320987655,optimal,optimal,12.417650100003051,6.611111111110802,0.0,0.5,1274.1064432698436,1274.1064432698436,10800.000000000002,-2170.480713907464,83.70572715419613,223.29167144809873,59024.33326269498,6,42191.69591484494,0,1.0000962902267929e-07,optimal,optimal,optimal
2025-02-05,ANNUAL REFERENCE ONLY,0.8,0.5,1274.1064432698436,6,1274.1064432698436,optimal,optimal,57353.285728306204,0.0,0.0,6,10800.0,optimal,optimal,-267.1869822436354,336.87062968696694,1899.7964132352126,0.6073189178332172,6,7057.38118332164,optimal,optimal,-408.12690788340916,0.0,1094.7274017541624,0.5500793609993078,6,10800.000000000002,optimal,optimal,1e-07,2.1627896485250507e-07,1.7518813484637015e-07,0.5,1277.087736885722,1274.1064432698436,10800.000000000002,-675.3138900270445,139.89516904141988,438.8400541342555,57116.81189241342,7,42247.75662870972,0,1.0001008377003018e-07,optimal,optimal,optimal
2025-02-06,ANNUAL REFERENCE ONLY,0.8,0.5,1277.087736885722,7,1277.087736885722,optimal,optimal,61391.93015291432,0.0,0.0,7,10797.222530864196,optimal,optimal,-1815.5893762718486,0.0,4965.72317455844,0.6235349872124988,7,7765.6333975336265,optimal,optimal,-1117.3476043010169,0.0,3153.4712019644157,0.5707119684648804,7,10796.047530864198,optimal,optimal,6.681530599990913,3.5572222222226153,1.2505552149377763e-12,0.5,1278.704378157239,1277.087736885722,10800.0,-2926.255449972875,106.16394737009898,232.2536804729187,58697.928383414364,4,41791.391708789495,0,1.0001144801208284e-07,optimal,optimal,optimal
2025-02-07,ANNUAL REFERENCE ONLY,0.8,0.5,1278.704378157239,8,1278.704378157239,optimal,optimal,23851.720728373562,0.0,0.0,8,10018.20918856481,optimal,optimal,-910.8759252884274,0.0,3046.1689953386303,0.6423505795163891,8,7397.719001932886,optimal,optimal,-478.11078029288615,0.0,1639.862893807312,0.6644873138638798,8,9857.922070987655,optimal,optimal,-9.330032625282763,2.1627485732035147e-07,18.90392627240131,0.5,1320.8816027725677,1210.2488996913573,10800.0,-1398.3167382065963,107.51145435483437,426.83224206877065,22880.236232235737,4,35506.6975767473,0,1.0000462680181954e-07,optimal,optimal,optimal
2025-02-08,ANNUAL REFERENCE ONLY,0.8,0.5,1320.8816027725677,9,1320.8816027725677,optimal,optimal,19424.54803483171,0.0,0.0,9,8242.787496749028,optimal,optimal,-104.94118497429997,7.326614365056685,294.74521284242746,0.6251944679866634,9,7403.960153415694,optimal,optimal,-22.441887260215324,0.9439153216314935,56.56841389200303,0.7212701175370082,9,9849.687000841885,optimal,optimal,180.92621674656235,125.93790892067346,35.081055833334986,0.5,1340.9964118698765,1268.093527777773,10800.0,53.54314451204705,247.85580413339517,880.1652818265563,20358.256461170316,15,34607.4036203686,0,1.000043994281441e-07,optimal,optimal,optimal
2025-02-09,ANNUAL REFERENCE ONLY,0.8,0.5,1340.9964118698765,10,1340.9964118698765,optimal,optimal,56985.85712554539,0.0,0.0,10,10798.01286111111,optimal,optimal,-768.4629026791162,0.36215565518432413,1818.473778871283,0.6518986649382474,10,8071.035553913798,optimal,optimal,-699.8100620893462,1.3160633682961134,2184.3392496436336,0.7139956059165149,10,10767.603727927324,optimal,optimal,21.80114135740147,18.44831153207531,15.398746906124131,0.5,1294.772563116267,1290.434279907404,10800.0,-1446.4718234110608,125.97083898409292,472.0152935238912,56011.400595658226,6,41305.68219981946,0,1.0002258932217956e-07,optimal,optimal,optimal
2025-02-10,ANNUAL REFERENCE ONLY,0.8,0.5,1294.772563116267,11,1294.772563116267,optimal,optimal,54050.670767942494,0.0,0.0,11,10166.12341455247,optimal,optimal,-2221.285385539967,0.302668587834205,6211.445603563927,0.632296215923355,11,7605.153757887789,optimal,optimal,334.8105051345474,486.3897454460422,791.7726682287673,0.7122470447481396,11,10800.0,optimal,optimal,-11.562962377342808,0.0,28.82069329427777,0.5,1204.7374252454222,1204.7374252454222,10800.000000000002,-1898.0378427827625,202.71168247792588,482.7860116731452,52635.41893683288,4,40904.57599266815,0,1.0000894690165296e-07,optimal,optimal,optimal
