date,run_label,alpha,lambda,soc_start_kwh,scenario_count_00,soc_00_kwh,plan_primary_status_00,plan_secondary_status_00,plan_cost_00_yuan,increase_00_kwh,decrease_00_kwh,scenario_count_06,soc_06_kwh,plan_primary_status_06,plan_secondary_status_06,adjustment_cost_06_yuan,increase_06_kwh,decrease_06_kwh,rho_06,scenario_count_12,soc_12_kwh,plan_primary_status_12,plan_secondary_status_12,adjustment_cost_12_yuan,increase_12_kwh,decrease_12_kwh,rho_12,scenario_count_18,soc_18_kwh,plan_primary_status_18,plan_secondary_status_18,adjustment_cost_18_yuan,increase_18_kwh,decrease_18_kwh,rho_18,soc_end_kwh,soc_min_kwh,soc_max_kwh,adjustment_cost_total_yuan,actual_emergency_purchase_kwh,actual_emergency_cost_yuan,total_actual_cost_yuan,emergency_slot_count,actual_throughput_kwh,simultaneous_slots,max_constraint_violation,actual_primary_status,actual_secondary_status,actual_tertiary_status,predicted_plan_cost_00_yuan,predicted_adjustment_cost_06_yuan,predicted_adjustment_cost_12_yuan,predicted_adjustment_cost_18_yuan
2025-02-01,Q4-3 SEARCH,0.85,0.25,6000.0,2,6000.0,optimal,optimal,17704.99813457663,0.0,0.0,2,9412.028295154325,optimal,optimal,-835.832828011792,0.0,3016.2460072980703,0.6203361283146992,2,6894.116867746915,optimal,optimal,-63.701729747159916,2.6850642598219565e-07,193.7677869331825,0.5219275667876406,2,10197.944476851852,optimal,optimal,-26.662097908106983,0.0,62.756499171064476,0.5,1200.0000001,1200.0000001,10800.0,-926.1966556670588,1.0520875733979311e-07,2e-07,16778.80147910957,0,33067.36839178667,0,1.000001930151484e-07,optimal,optimal,optimal,18731.396471957138,-814.2297012583119,-60.63598023095882,-23.40166290750753
2025-02-02,Q4-3 SEARCH,0.85,0.25,1200.0000001,3,1200.0000001,optimal,optimal,64060.00456670088,0.0,0.0,3,10800.0,optimal,optimal,-1488.9033273389173,9.157730099887885,3722.5193211852675,0.630420805544078,3,7521.591452352813,optimal,optimal,-383.05821249252307,20.07642451813308,1032.6462124800228,0.5328440473078151,3,10800.0,optimal,optimal,-4.779896280701597e-07,2.1648843357979785e-07,1.1652482558535787e-06,0.5,1200.0000000999999,1200.0000000999999,10800.0,-1871.9615403094301,14.533405615991784,34.202857122184824,62222.245883513635,3,42170.614868765755,0,1.0002986527979374e-07,optimal,optimal,optimal,67597.33438475637,-1538.0791806542845,-382.8346607499271,-4.422699344748588e-07
2025-02-03,Q4-3 SEARCH,0.85,0.25,1200.0000000999999,4,1200.0000000999999,optimal,optimal,66972.86227921201,0.0,0.0,4,10794.161419753087,optimal,optimal,-1993.0514874242397,0.0,4652.188913573709,0.6081206271476367,4,7630.736388465353,optimal,optimal,-619.7654490225029,0.0,1490.912591565391,0.5188848576958215,4,10786.822222222223,optimal,optimal,23.118253880361035,11.859999999998106,1.1368683772161603e-12,0.5,1283.9915780940123,1200.0000000999999,10800.0,-2589.6986825663816,168.16601619697394,805.4645644060945,65188.628161051725,7,41082.58804217639,0,1.0001531336456537e-07,optimal,optimal,optimal,68977.70785854546,-2004.3091186809188,-612.1668249232323,21.394021507337282
2025-02-04,Q4-3 SEARCH,0.85,0.25,1283.9915780940123,5,1283.9915780940123,optimal,optimal,69114.38781601952,0.0,0.0,5,10800.0,optimal,optimal,-1596.6041143339403,159.7802744378373,4296.463035780325,0.604213286359979,5,7944.716762260735,optimal,optimal,-1007.5933282788058,0.0,2526.5208754187415,0.5361436228440177,5,10792.654320987655,optimal,optimal,12.824233278067064,6.611111111109892,4.547473508864641e-13,0.5,1200.0000001,1200.0000001,10800.0,-2591.3732093346794,29.371520544730082,147.5463018748714,66670.56090855971,3,42726.231837235275,0,1.0000121619668789e-07,optimal,optimal,optimal,70643.73772415877,-1626.7211588180367,-1026.7057890051374,12.36627499530656
2025-02-05,Q4-3 SEARCH,0.85,0.25,1200.0000001,6,1200.0000001,optimal,optimal,64893.08038348675,0.0,0.0,6,10800.0,optimal,optimal,-315.1550338241399,335.3777599376314,1957.0098108799673,0.6073189178332172,6,7073.663197573374,optimal,optimal,-479.19634854773955,0.0,1103.270099474711,0.5500793609993078,6,10800.0,optimal,optimal,1.0457841016105891e-07,2.119724009537713e-07,2.616939011648502e-07,0.5,1200.0000000999999,1200.0000000999999,10800.0,-794.3513822673011,151.68095828637405,387.3729262033685,64486.10192742282,7,43162.96854804098,0,1.0001531336456537e-07,optimal,optimal,optimal,66107.53444789513,-311.75227417404017,-481.3877187833138,1.0000363797880711e-07
2025-02-06,Q4-3 SEARCH,0.85,0.25,1200.0000000999999,7,1200.0000000999999,optimal,optimal,69900.42837507572,0.0,0.0,7,10797.222530864197,optimal,optimal,-2264.136724553773,0.0,5075.792795736776,0.6235349872124988,7,7774.480444385562,optimal,optimal,-1335.7115186126612,0.0,3170.5321260360315,0.5707119684648804,7,10796.047530864198,optimal,optimal,7.064109827773477,3.557222447745529,2.784254485156964e-07,0.5,1200.0000001,1200.0000000999999,10800.0,-3592.784133338661,69.54772372669801,150.8644240187001,66458.50866575575,5,43310.10671129175,0,1.0000121619668789e-07,optimal,optimal,optimal,72123.6201884342,-2202.4073463528484,-1304.629307180935,6.503323485444674
2025-02-07,Q4-3 SEARCH,0.85,0.25,1200.0000001,8,1200.0000001,optimal,optimal,19303.12197524971,0.0,0.0,8,9683.11007407407,optimal,optimal,-726.0279800409461,0.0,3048.087118656157,0.6423505795163891,8,7505.256504074071,optimal,optimal,-328.83630050554683,0.0,1424.624327205744,0.6644873138638798,8,10290.618518518519,optimal,optimal,13.60812872639656,10.708333645772647,3.857265011557741e-07,0.5,1200.0,1200.0,10800.0,-1041.2561518200962,92.7086384188411,251.41563167791844,18513.28145510753,3,39116.99555989631,0,1.00000761449337e-07,optimal,optimal,optimal,20499.615480342673,-734.5836814424628,-346.3225985768594,12.642775990480152
2025-02-08,Q4-3 SEARCH,0.85,0.25,1200.0,9,1200.0,optimal,optimal,15715.003714839066,0.0,0.0,9,8246.95644607821,optimal,optimal,-90.39661732880832,7.326614365056514,294.7451219331541,0.6251944679866634,9,7408.129102744877,optimal,optimal,-18.690594360924397,0.9439153216314935,56.56802693131368,0.7212701175370082,9,9922.138074196728,optimal,optimal,53.87894103279492,60.73194290131601,32.61064943764293,0.5,1200.0000000999994,1200.0,10800.0,-55.20827065693779,278.475115631206,893.6173325492007,16553.41277673133,9,36219.234743168934,0,1.0000417205446865e-07,optimal,optimal,optimal,16048.0995936828,-86.56663942521506,-17.935064507927414,56.0882105230013
2025-02-09,Q4-3 SEARCH,0.85,0.25,1200.0000000999994,10,1200.0000000999994,optimal,optimal,64125.824731827925,0.0,0.0,10,10793.536111111112,optimal,optimal,-916.197241068108,0.0,1810.299739006829,0.6518986649382474,10,8090.7704667304915,optimal,optimal,-868.4197366266592,0.0,2165.9649892646094,0.7139956059165149,10,10777.467592592593,optimal,optimal,6.374275203743937,9.570833333333995,20.3813130020543,0.5,1200.0000001,1200.0000000999994,10800.000000000002,-1778.2427024910232,200.87551321123908,332.23007516024774,62679.81210449715,2,42957.02139918215,0,1.0002258932217956e-07,optimal,optimal,optimal,65362.63289217499,-926.8126691482184,-842.9270360628879,6.454978462435185
2025-02-10,Q4-3 SEARCH,0.85,0.25,1200.0000001,11,1200.0000001,optimal,optimal,59136.754729642686,0.0,0.0,11,10741.27487037037,optimal,optimal,-2567.013691775005,2.118680114839208,6124.433918114188,0.632296215923355,11,7611.218320632763,optimal,optimal,198.89004843196525,356.52641365019053,808.2677726616248,0.7122470447481396,11,9998.13888888889,optimal,optimal,-15.529292130175751,1.223570836828003e-05,25.307364999036167,0.5,1204.3806316159985,1200.0000001,10800.0,-2383.6529354732156,186.58313986067242,525.5200412038616,57278.621835373335,5,39612.82137744197,0,1.0000803740695119e-07,optimal,optimal,optimal,60445.921488871376,-2707.472299637158,188.0863712699587,-14.989026805644041
